INCOME72,year,id,wrkstat,occ,prestige,industry,OCC10,occindv,PRESTG10,PRESTG105PLUS,marital,agewed,divorce,spwrksta,spocc,sppres,PAIND16,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,RES16,REG16,MOBILE16,INCOM16,hompop,babies,preteen,teens,adults,earnrs,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,libsoc,colcom,gunlaw,trust
$4000 TO,1972,1435,WORKING,903,16,838,Janitors,,24,15,married,25,no,KEEPING,,,17,7,EIGHT OR,42,8,4,4,8,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,white,"COUNTRY,",pacific,"SAME ST,",BELOW AV,10,0,6,2,2,1,70,5.79,7.85,4.81,2.83,3.62,22.7,6.61,7.97,4.74,2.53,3.75,10.8,NOT REMO,fired,favor,Can't be
$6000 TO,1972,1436,WORKING,753,17,407,Laborers,Verbatim,25,16,married,21,no,WORKING,942,25,,4,1,45,12,,12,12,HIGH SCH,,HIGH SCH,HIGH SCH,male,black,CITY GT,E. NOR.,DIFFEREN,BELOW AV,2,0,0,0,2,2,70,6.58,7.86,6.72,2.17,2.94,23,,,,,,,remove,NOT FIRE,favor,Can't be
$2000 TO,1972,1437,UNEMPL,715,32,878,Driver/s,Verbatim,35,29,NEVER MA,,,,,,,7,4,26,13,,8,,HIGH SCH,,LT HIGH,,male,black,50000 TO,pacific,SAME CIT,FAR BELO,6,4,0,0,2,1,70,6.87,7.95,3.13,2.94,3.33,29.1,,,,,,,NOT REMO,fired,oppose,Can't be
$17500 T,1972,1438,KEEPING,144,63,857,Secondar,,64,91,married,23,no,WORKING,193,51,209,3,3,32,16,6,12,12,bachelor,LT HIGH,,HIGH SCH,female,white,TOWN LT,MIDDLE A,"SAME ST,",average,5,1,2,0,2,1,116,1.9,2.02,8,4.99,6.96,62.7,2.22,7.97,0.21,3.95,6.97,41.5,NOT REMO,NOT FIRE,favor,CAN TRUS
$20000 T,1972,1439,WORKING,245,50,417,Transpor,Verbatim,44,49,married,21,no,KEEPING,385,40,,3,3,28,12,15,8,12,HIGH SCH,HIGH SCH,LT HIGH,LT HIGH,male,white,TOWN LT,MIDDLE A,"SAME ST,",average,6,3,0,0,3,2,116,1.21,3.95,7.41,4.94,7.32,60.1,1.83,7.97,1.15,4.83,7.06,50.4,NOT REMO,NOT FIRE,favor,CAN TRUS
$10000 T,1972,1440,KEEPING,325,30,707,File Cle,,36,26,married,22,no,WORKING,225,48,229,3,6,37,15,8,11,13,HIGH SCH,LT HIGH,LT HIGH,HIGH SCH,female,white,"COUNTRY,",MIDDLE A,"SAME ST,",average,8,3,2,1,2,1,116,3.06,7.76,8,3.17,3.48,34.9,,,,,,,NOT REMO,fired,favor,Can't be
,1972,1441,KEEPING,915,20,669,Waiters,Verbatim,31,16,married,28,no,WORKING,184,51,209,7,4,46,8,,,14,LT HIGH,,,HIGH SCH,female,white,farm,MIDDLE A,"SAME ST,",FAR BELO,6,0,1,3,2,1,116,6.95,6.99,7.93,2.88,2.93,23.5,6.43,7.54,6.93,2.25,2.56,18.2,remove,fired,favor,Can't be
$4000 TO,1972,1442,retired,395,36,707,Office a,Verbatim,17,6,NEVER MA,,,,,,69,3,0,72,9,,,,LT HIGH,,,,female,white,TOWN LT,MIDDLE A,"SAME ST,",average,2,0,0,0,2,0,116,3.55,7.6,7.94,3.59,3.91,41,2.94,7.96,1.15,3.04,7,29.7,NOT REMO,fired,favor,CAN TRUS
$12500 T,1972,1443,WORKING,14,62,209,Mechanic,Verbatim,70,94,married,22,no,KEEPING,944,33,717,3,0,26,16,12,12,12,bachelor,HIGH SCH,HIGH SCH,HIGH SCH,male,white,50000 TO,MIDDLE A,DIFFEREN,average,2,0,0,0,2,1,116,0.3,7.67,1.42,5.64,7.79,67.1,3.55,7.6,7.94,3.59,3.91,41,NOT REMO,NOT FIRE,favor,CAN TRUS
$20000 T,1972,1444,WORKING,461,48,209,Machinis,Verbatim,40,37,married,,no,WORKING,314,36,209,2,1,24,12,,,8,HIGH SCH,,,LT HIGH,male,white,50000 TO,MIDDLE A,"SAME ST,",average,5,1,0,1,3,3,116,2.22,7.97,0.21,3.95,6.97,41.5,6.64,8,4,2.54,3.69,32.1,NOT REMO,fired,oppose,Can't be
$10000 T,1972,1445,WORKING,430,49,77,Electric,Verbatim,49,54,married,23,yes,KEEPING,681,29,209,3,5,50,11,11,,11,LT HIGH,LT HIGH,,LT HIGH,male,white,50000 TO,MIDDLE A,SAME CIT,average,3,0,0,0,3,2,116,2.12,7.77,1.25,3.96,6.95,43.8,6.64,8,4,2.54,3.69,32.1,NOT REMO,NOT FIRE,favor,Can't be
LT $2000,1972,1446,retired,672,25,317,Textile,Verbatim,25,10,widowed,31,no,,,,108,7,1,68,1,,,,LT HIGH,,,,female,white,TOWN LT,SOUTH AT,SAME CIT,average,2,1,0,0,1,0,5,6.89,7.91,5.14,2.08,2.86,21.7,6.25,7.55,4.55,2.63,3.93,22.9,remove,fired,favor,CAN TRUS
LT $2000,1972,1447,retired,672,25,317,Textile,Verbatim,25,10,widowed,22,no,,,,17,0,2,72,6,0,10,,LT HIGH,LT HIGH,LT HIGH,,female,white,farm,SOUTH AT,DIFFEREN,average,1,0,0,0,1,0,5,6.89,7.91,5.14,2.08,2.86,21.7,1.68,7.97,1.51,3.84,6.62,30.9,remove,fired,favor,Can't be
$12500 T,1972,1448,WORKING,672,25,317,Textile,Verbatim,25,10,married,17,no,WORKING,481,33,17,7,5,47,10,0,4,6,LT HIGH,LT HIGH,LT HIGH,LT HIGH,female,white,TOWN LT,SOUTH AT,SAME CIT,BELOW AV,3,0,0,0,3,3,5,6.89,7.91,5.14,2.08,2.86,21.7,1.68,7.97,1.51,3.84,6.62,30.9,remove,fired,favor,CAN TRUS
$4000 TO,1972,1449,WORKING,753,17,317,"Textile,",Verbatim,33,26,married,29,no,KEEPING,663,25,,7,0,45,9,,6,8,LT HIGH,,LT HIGH,LT HIGH,male,white,50000 TO,MIDDLE A,DIFFEREN,BELOW AV,2,0,0,0,2,1,5,6.58,7.86,6.72,2.17,2.94,23,,,,,,,NOT REMO,fired,favor,CAN TRUS
$8000 TO,1972,1450,WORKING,672,25,317,Textile,Verbatim,25,10,married,17,no,WORKING,672,25,308,4,3,23,8,3,11,9,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,white,TOWN LT,SOUTH AT,SAME CIT,average,5,3,0,0,2,2,5,6.89,7.91,5.14,2.08,2.86,21.7,6.35,7.92,4.72,2.33,3.28,22.9,NOT REMO,fired,favor,Can't be
$6000 TO,1972,1451,KEEPING,663,25,307,Sewing m,Verbatim,32,22,married,18,no,WORKING,492,35,317,6,2,39,12,3,7,7,HIGH SCH,LT HIGH,LT HIGH,LT HIGH,female,white,TOWN LT,SOUTH AT,SAME CIT,average,4,0,1,1,2,1,5,6.69,7.98,2.32,2.88,4.03,28.9,6.89,7.91,5.14,2.08,2.86,21.7,NOT REMO,fired,favor,CAN TRUS
$12500 T,1972,1452,WORKING,674,29,317,Machine,Verbatim,31,20,NEVER MA,,,,,,317,4,0,46,10,6,6,,LT HIGH,LT HIGH,LT HIGH,,female,white,TOWN LT,SOUTH AT,SAME CIT,average,4,0,0,0,4,3,5,6.35,7.92,4.72,2.33,3.28,22.9,6.45,8,4.33,2.52,3.45,19.9,remove,fired,favor,Can't be
$8000 TO,1972,1453,WORKING,441,45,319,First-li,Verbatim,50,62,married,21,no,WORKING,672,25,788,4,4,45,10,3,3,9,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,white,TOWN LT,SOUTH AT,SAME CIT,average,4,0,1,1,2,2,5,2.29,4.15,5.2,4.04,6.64,41.2,2.9,6.93,1.64,3.09,5.14,27.9,remove,fired,favor,CAN TRUS
$30000+,1972,1454,WORKING,184,51,339,Editors,Verbatim,51,69,married,35,no,WORKING,144,63,709,1,4,63,20,12,12,20,graduate,HIGH SCH,HIGH SCH,graduate,male,white,CITY GT,MIDDLE A,SAME CIT,BELOW AV,6,0,0,0,6,4,7,0.61,5.48,7.85,5.39,7.37,65.3,1.42,7.69,7.98,4.76,7.29,60.6,NOT REMO,,favor,CAN TRUS
$20000 T,1972,1455,WORKING,184,51,727,Writers,Verbatim,67,91,married,26,no,KEEPING,372,46,139,1,1,30,13,16,16,16,HIGH SCH,bachelor,bachelor,bachelor,male,white,CITY GT,MIDDLE A,DIFFEREN,ABOVE AV,3,1,0,0,2,2,7,0.61,5.48,7.85,5.39,7.37,65.3,0.16,5.95,7.81,5,6.98,62,NOT REMO,NOT FIRE,favor,depends
,1972,1456,KEEPING,391,41,738,Word pro,Verbatim,37,29,married,20,no,WORKING,216,38,718,2,2,61,14,,8,14,HIGH SCH,LT HIGH,LT HIGH,HIGH SCH,female,white,CITY GT,MIDDLE A,"SAME ST,",average,2,0,0,0,2,1,7,3.72,7.9,7.85,3.05,3.78,37.6,1.44,5.43,7.51,3.82,6.39,41.5,NOT REMO,fired,favor,CAN TRUS
$30000+,1972,1457,UNEMPL,333,19,748,Couriers,Verbatim,29,18,NEVER MA,,,,,,838,1,0,19,12,20,16,,HIGH SCH,graduate,bachelor,,male,white,BIG-CITY,MIDDLE A,SAME CIT,ABOVE AV,4,0,0,0,4,4,7,6.31,7.25,7.65,2.14,2.27,16.7,1.03,0.62,6.85,5.92,7.93,88.4,NOT REMO,NOT FIRE,favor,Can't be
$17500 T,1972,1458,WORKING,183,58,319,Designer,Verbatim,46,56,married,23,no,school,245,50,718,1,4,50,16,6,6,16,HIGH SCH,LT HIGH,LT HIGH,bachelor,female,white,CITY GT,MIDDLE A,"SAME ST,",BELOW AV,4,0,0,2,2,4,7,0.93,7.27,1.97,4.81,7.07,55.5,1.44,5.43,7.51,3.82,6.39,41.5,NOT REMO,NOT FIRE,oppose,depends
$20000 T,1972,1459,KEEPING,75,62,838,Register,Verbatim,64,87,married,23,yes,WORKING,195,51,,4,3,46,12,,12,16,HIGH SCH,,HIGH SCH,bachelor,female,white,farm,MIDDLE A,DIFFEREN,average,6,0,2,1,3,2,7,2.88,6.44,7.99,4.19,6.91,53.8,,,,,,,NOT REMO,fired,favor,Can't be
$20000 T,1972,1460,TEMP NOT,245,50,738,Miscella,Verbatim,43,46,married,20,no,KEEPING,372,46,687,1,4,54,12,13,12,12,HIGH SCH,HIGH SCH,HIGH SCH,HIGH SCH,male,white,TOWN LT,MIDDLE A,SAME CIT,average,3,0,0,0,3,2,7,1.97,5.59,7.18,4.37,6.61,48.3,2,8,1,4,7.55,41.2,NOT REMO,NOT FIRE,favor,CAN TRUS
,1972,1461,WORKING,144,63,857,Secondar,Verbatim,64,91,married,22,no,WORKING,281,49,788,1,4,35,16,8,16,17,bachelor,LT HIGH,HIGH SCH,bachelor,female,white,TOWN LT,MIDDLE A,"SAME ST,",average,6,2,2,0,2,2,7,1.9,2.02,8,4.99,6.96,62.7,2.9,6.93,1.64,3.09,5.14,27.9,NOT REMO,NOT FIRE,favor,Can't be
LT $2000,1972,1462,KEEPING,,,,,No verba,,,married,16,no,TEMP NOT,441,45,,7,6,51,6,,,2,LT HIGH,,,LT HIGH,female,white,farm,W. SOU.,SAME CIT,FAR BELO,5,0,1,1,3,1,4,,,,,,,,,,,,,,NOT FIRE,oppose,Can't be
$12500 T,1972,1463,WORKING,372,46,917,Secretar,Verbatim,47,55,married,17,no,WORKING,245,50,527,3,3,29,12,6,6,12,HIGH SCH,LT HIGH,LT HIGH,HIGH SCH,female,white,"COUNTRY,",W. SOU.,SAME CIT,average,5,2,1,0,2,2,4,2.98,6.03,7.98,4,5.98,47.7,6.74,7.84,4.12,2.2,3.79,18.1,NOT REMO,fired,favor,Can't be
$2000 TO,1972,1464,UNEMPL,822,18,17,Miscella,Verbatim,27,18,NEVER MA,,,,,,17,1,0,38,7,4,5,,LT HIGH,LT HIGH,LT HIGH,,male,white,farm,W. SOU.,,BELOW AV,6,0,0,1,5,1,4,6.61,7.97,4.74,2.53,3.75,10.8,1.68,7.97,1.51,3.84,6.62,30.9,,fired,favor,Can't be
$2000 TO,1972,1465,TEMP NOT,415,40,67,Carpente,Verbatim,44,49,married,20,no,KEEPING,,,17,3,2,41,6,0,0,6,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,white,"COUNTRY,",W. SOU.,SAME CIT,average,6,0,1,1,4,0,4,3.27,7.84,1.26,3.87,7.61,38.7,1.68,7.97,1.51,3.84,6.62,30.9,,NOT FIRE,oppose,Can't be
LT $2000,1972,1466,KEEPING,,,,,No verba,,,widowed,18,,,,,17,7,6,74,0,0,0,,LT HIGH,LT HIGH,LT HIGH,,female,white,"COUNTRY,",W. SOU.,,BELOW AV,1,0,0,0,1,0,4,,,,,,,1.68,7.97,1.51,3.84,6.62,30.9,,,,Can't be
$2000 TO,1972,1467,KEEPING,,,,,No verba,,,married,18,no,WORKING,801,41,17,7,0,56,6,4,0,6,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,white,farm,W. SOU.,,average,2,0,0,0,2,1,4,,,,,,,1.68,7.97,1.51,3.84,6.62,30.9,,,oppose,Can't be
$2000 TO,1972,1468,WORKING,715,32,68,Surveyin,Verbatim,34,25,married,22,no,KEEPING,,,17,7,EIGHT OR,50,6,4,4,8,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,white,"COUNTRY,",W. SOU.,SAME CIT,BELOW AV,7,0,1,2,4,1,4,6.87,7.95,3.13,2.94,3.33,29.1,1.68,7.97,1.51,3.84,6.62,30.9,NOT REMO,fired,oppose,Can't be
LT $2000,1972,1469,KEEPING,915,20,669,Bartende,Verbatim,32,21,separate,17,,,,,,2,4,34,9,,12,,LT HIGH,,LT HIGH,,female,white,"COUNTRY,",W. SOU.,SAME CIT,ABOVE AV,4,1,1,1,1,0,4,6.95,6.99,7.93,2.88,2.93,23.5,,,,,,,NOT REMO,fired,favor,CAN TRUS
$12500 T,1972,1470,WORKING,225,48,857,First-li,Verbatim,38,29,married,21,no,WORKING,785,17,,7,2,61,10,,8,8,LT HIGH,,LT HIGH,LT HIGH,female,white,farm,W. SOU.,DIFFEREN,FAR BELO,2,0,0,0,2,2,13,1.09,4.72,7.95,4.08,6.74,49.5,,,,,,,remove,fired,,Can't be
,1972,1471,WORKING,590,47,917,Military,,62,76,NEVER MA,,,,,,68,3,0,21,12,12,12,,HIGH SCH,HIGH SCH,HIGH SCH,,male,white,BIG-CITY,W. NOR.,SAME CIT,ABOVE AV,6,1,0,2,3,2,13,,,,,,,6.89,7.94,3.05,2.96,4.86,31.2,remove,NOT FIRE,favor,CAN TRUS
$15000 T,1972,1472,KEEPING,372,46,347,Secretar,Verbatim,47,55,married,21,no,WORKING,4,51,639,1,2,30,12,6,8,16,HIGH SCH,LT HIGH,LT HIGH,bachelor,female,white,BIG-CITY,W. NOR.,SAME CIT,average,4,2,0,0,2,1,13,2.98,6.03,7.98,4,5.98,47.7,2.35,7.86,1.41,3.79,6.66,36.6,NOT REMO,NOT FIRE,favor,Can't be
,1972,1473,KEEPING,385,40,448,Telephon,Verbatim,31,21,married,25,no,retired,233,50,69,3,2,61,12,4,1,16,HIGH SCH,LT HIGH,LT HIGH,bachelor,female,white,CITY GT,E. NOR.,DIFFEREN,BELOW AV,2,0,0,0,2,0,13,6.37,5.88,2.72,3.1,3.31,35.7,6.59,7.87,1.46,3.02,6.72,31.3,,NOT FIRE,,CAN TRUS
,1972,1474,school,,,,,No verba,,,NEVER MA,,,,,,,1,0,19,12,14,12,,HIGH SCH,HIGH SCH,HIGH SCH,,female,white,BIG-CITY,W. NOR.,SAME CIT,ABOVE AV,4,0,0,1,3,1,13,,,,,,,1.97,5.59,7.18,4.37,6.61,48.3,NOT REMO,NOT FIRE,favor,
,1972,1475,WORKING,280,34,539,Retail s,Verbatim,31,18,married,25,no,KEEPING,395,36,907,1,1,60,12,10,8,12,HIGH SCH,LT HIGH,LT HIGH,HIGH SCH,male,white,TOWN LT,E. NOR.,DIFFEREN,average,3,0,0,0,3,1,13,3.53,5.62,7.86,3.4,4.1,37.5,3.43,6.5,7.94,3.68,3.81,41.2,NOT REMO,fired,oppose,CAN TRUS
$15000 T,1972,1476,WORKING,5,51,448,First-li,Verbatim,46,54,married,33,no,KEEPING,372,46,407,1,2,46,16,8,,12,HIGH SCH,LT HIGH,,HIGH SCH,male,white,CITY GT,W. NOR.,SAME CIT,BELOW AV,4,0,2,0,2,1,13,0.75,4.23,8,5.48,7.23,65.3,3.52,7.22,7.72,3.48,3.73,41.5,NOT REMO,fired,favor,CAN TRUS
$25000 T,1972,1477,WORKING,245,50,727,Magers,Verbatim,39,42,married,29,no,KEEPING,372,46,907,2,2,63,16,8,8,12,bachelor,LT HIGH,LT HIGH,HIGH SCH,male,white,CITY GT,W. NOR.,SAME CIT,average,3,0,0,0,3,2,13,1.97,5.59,7.18,4.37,6.61,48.3,1.61,6.04,7.85,3.42,4.74,38.2,remove,fired,favor,Can't be
$30000+,1972,1478,WORKING,212,61,838,Medical,Verbatim,64,86,married,24,no,KEEPING,395,36,638,0,2,41,20,7,7,13,graduate,LT HIGH,LT HIGH,HIGH SCH,male,white,CITY GT,MIDDLE A,SAME CIT,average,4,0,1,1,2,1,29,1.11,2.59,7.66,4.96,7.58,60.9,1.53,6.09,7.83,3.86,6.47,39.6,NOT REMO,NOT FIRE,favor,CAN TRUS
$10000 T,1972,1479,WORKING,100,52,878,Social w,Verbatim,54,68,married,31,no,KEEPING,,,69,3,1,37,16,,,16,bachelor,,,bachelor,male,white,CITY GT,MIDDLE A,SAME CIT,BELOW AV,3,1,0,0,2,1,29,1.13,0.73,7.98,5.04,6.96,60.7,3,7.81,1.25,3.91,7.28,43.4,NOT REMO,fired,favor,Can't be
$15000 T,1972,1480,WORKING,184,51,807,Televisi,Verbatim,53,70,married,23,no,,999,,419,0,2,35,14,8,8,12,HIGH SCH,LT HIGH,LT HIGH,HIGH SCH,male,white,CITY GT,MIDDLE A,SAME CIT,average,5,1,1,0,3,2,29,0.61,5.48,7.85,5.39,7.37,65.3,1.21,3.95,7.41,4.94,7.32,60.1,NOT REMO,,favor,CAN TRUS
$12500 T,1972,1481,KEEPING,305,48,727,Bookkeep,Verbatim,45,48,married,21,no,WORKING,280,34,409,1,2,54,12,,12,13,HIGH SCH,,HIGH SCH,HIGH SCH,female,white,CITY GT,MIDDLE A,SAME CIT,average,2,0,0,0,2,1,29,3.12,7.91,7.96,3.98,5.01,45.9,4.74,6.47,3.2,3,3.12,24.2,NOT REMO,,favor,CAN TRUS
$15000 T,1972,1482,KEEPING,245,50,248,Mail cle,Verbatim,32,21,married,20,no,WORKING,445,26,509,2,3,51,12,,,12,HIGH SCH,,,HIGH SCH,female,white,CITY GT,MIDDLE A,SAME CIT,ABOVE AV,2,0,0,0,2,1,29,1.21,3.95,7.41,4.94,7.32,60.1,4.28,7.69,2.6,3.27,5.62,31.7,NOT REMO,fired,favor,CAN TRUS
$8000 TO,1972,1483,KEEPING,,,,,No verba,,,married,15,no,WORKING,245,50,,1,4,27,11,,2,12,LT HIGH,,LT HIGH,HIGH SCH,female,white,BIG-CITY,foreign,DIFFEREN,BELOW AV,5,1,2,0,2,1,29,,,,,,,,,,,,,remove,fired,favor,Can't be
$12500 T,1972,1484,WORKING,281,49,587,Retail s,Verbatim,31,18,married,24,no,WORKING,280,34,408,0,2,59,11,,,11,LT HIGH,,,LT HIGH,male,white,CITY GT,MIDDLE A,SAME CIT,BELOW AV,2,0,0,0,2,2,29,2.62,5.13,7.89,3.84,5.05,47.1,6.46,6.02,7.91,2.53,3.19,26,NOT REMO,NOT FIRE,favor,CAN TRUS
,1972,1485,WORKING,395,36,999,Office c,Verbatim,32,26,married,25,no,WORKING,395,36,319,1,2,52,16,8,8,16,bachelor,LT HIGH,LT HIGH,bachelor,male,white,CITY GT,MIDDLE A,SAME CIT,average,3,0,0,0,3,2,29,4.1,7.49,7.52,3.3,3.43,35.6,6.69,7.98,2.32,2.88,4.03,28.9,NOT REMO,NOT FIRE,favor,Can't be
$20000 T,1972,1486,KEEPING,933,14,319,"Models,",Verbatim,41,37,married,18,no,WORKING,245,50,527,1,4,48,12,10,8,12,HIGH SCH,LT HIGH,LT HIGH,HIGH SCH,female,white,CITY GT,MIDDLE A,,average,3,0,1,0,2,1,29,6.05,6.79,7.44,2.69,2.92,26.4,6.18,7.67,4.42,3.07,5.9,36.2,remove,fired,favor,CAN TRUS
$12500 T,1972,1487,KEEPING,,,,,No verba,,,married,18,no,WORKING,714,22,389,7,2,51,12,0,0,10,HIGH SCH,LT HIGH,LT HIGH,LT HIGH,female,white,CITY GT,MIDDLE A,SAME CIT,BELOW AV,2,0,0,0,2,1,7895,,,,,,,6.64,7.85,5.13,1.91,2.91,20.2,NOT REMO,fired,favor,CAN TRUS
$17500 T,1972,1488,KEEPING,245,50,717,First-li,Verbatim,48,58,married,19,no,WORKING,535,37,637,1,3,31,12,12,12,14,HIGH SCH,,HIGH SCH,HIGH SCH,female,white,CITY GT,MIDDLE A,SAME CIT,average,5,0,3,0,2,1,7895,1.21,3.95,7.41,4.94,7.32,60.1,6.26,7.8,1.81,3.12,6.5,33.9,NOT REMO,fired,favor,Can't be
$10000 T,1972,1489,WORKING,925,36,838,"Nursing,",Verbatim,48,50,NEVER MA,,,,,,838,3,0,20,12,9,9,,HIGH SCH,LT HIGH,LT HIGH,,female,white,TOWN LT,SOUTH AT,DIFFEREN,average,6,0,0,2,4,5,7895,6.81,6.91,7.97,3.06,4.02,33.6,6.46,6.02,7.91,2.53,3.19,26,NOT REMO,NOT FIRE,favor,Can't be
$15000 T,1972,1490,WORKING,473,37,427,Bus and,Verbatim,42,43,married,21,no,KEEPING,922,48,467,1,2,31,12,8,10,14,LT HIGH,LT HIGH,LT HIGH,HIGH SCH,male,white,CITY GT,MIDDLE A,SAME CIT,BELOW AV,4,1,1,0,2,1,7895,2.35,7.86,1.41,3.79,6.66,36.6,2.34,7.94,1.1,3.85,6.81,39.8,NOT REMO,fired,favor,Can't be
$10000 T,1972,1491,WORKING,3,51,707,Computer,Verbatim,63,87,married,24,no,KEEPING,395,36,838,2,3,32,12,10,8,12,HIGH SCH,LT HIGH,LT HIGH,HIGH SCH,male,white,CITY GT,MIDDLE A,SAME CIT,average,5,2,1,0,2,1,7895,1.16,7.8,7.7,5.1,7.04,62.5,6.81,6.91,7.97,3.06,4.02,33.6,NOT REMO,fired,favor,CAN TRUS
$10000 T,1972,1492,WORKING,305,48,697,Bookkeep,Verbatim,45,48,married,21,no,WORKING,245,50,677,2,1,49,11,,12,12,LT HIGH,LT HIGH,HIGH SCH,HIGH SCH,female,white,CITY GT,MIDDLE A,SAME CIT,average,4,0,0,1,3,2,7895,3.12,7.91,7.96,3.98,5.01,45.9,1.97,5.59,7.18,4.37,6.61,48.3,NOT REMO,fired,favor,Can't be
$10000 T,1972,1493,retired,530,40,339,Printing,Verbatim,36,25,married,33,no,KEEPING,,,527,7,3,67,7,0,0,8,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,white,CITY GT,MIDDLE A,SAME CIT,average,3,0,0,0,3,2,7895,6.53,7.81,2.33,3.73,6.38,43.2,6.03,5.67,7.61,2.16,2.72,18.3,remove,fired,favor,Can't be
$12500 T,1972,1494,WORKING,631,32,527,Butchers,Verbatim,28,19,married,28,no,KEEPING,944,33,69,7,1,50,10,8,6,10,LT HIGH,LT HIGH,LT HIGH,LT HIGH,male,white,CITY GT,MIDDLE A,SAME CIT,average,3,1,0,0,2,1,7895,6.18,7.67,4.42,3.07,5.9,36.2,3.48,7.89,1.43,3.08,7.67,35.5,remove,fired,favor,Can't be
$17500 T,1972,1495,WORKING,235,61,858,Secretar,Verbatim,47,55,married,25,no,WORKING,225,48,,2,3,48,13,,12,13,HIGH SCH,,,HIGH SCH,female,white,CITY GT,MIDDLE A,SAME CIT,BELOW AV,5,0,0,1,4,2,7895,1.36,3.24,8,5.28,7.67,68.8,,,,,,,NOT REMO,fired,favor,Can't be
$20000 T,1972,1496,KEEPING,342,45,708,Billing,Verbatim,40,38,married,21,no,WORKING,220,50,409,7,4,42,10,8,8,15,LT HIGH,LT HIGH,LT HIGH,HIGH SCH,female,white,CITY GT,MIDDLE A,SAME CIT,average,6,0,1,2,3,4,7895,4.05,7.78,7.69,3,3.06,37.7,4.74,6.47,3.2,3,3.12,24.2,NOT REMO,NOT FIRE,favor,Can't be
$10000 T,1972,1497,WORKING,705,28,287,Driver/s,Verbatim,35,29,married,20,yes,KEEPING,915,20,67,1,3,45,12,4,12,12,HIGH SCH,LT HIGH,,LT HIGH,male,white,CITY GT,MIDDLE A,SAME CIT,average,6,2,0,2,2,1,7895,4.68,6.45,5.84,2.9,4.09,30.5,6.73,7.91,1.32,3.18,6.74,35.5,remove,fired,favor,CAN TRUS
$8000 TO,1972,1498,WORKING,245,50,727,Industri,Verbatim,50,62,married,18,no,KEEPING,372,46,,2,3,27,13,,12,13,HIGH SCH,,HIGH SCH,HIGH SCH,male,white,CITY GT,MIDDLE A,SAME CIT,BELOW AV,5,2,1,0,2,1,7895,1.21,3.95,7.41,4.94,7.32,60.1,,,,,,,NOT REMO,NOT FIRE,favor,CAN TRUS
$2000 TO,1972,1499,KEEPING,643,19,329,Packagin,Verbatim,24,12,widowed,27,no,,,,628,7,1,56,12,12,0,,LT HIGH,HIGH SCH,LT HIGH,,female,white,CITY GT,MIDDLE A,SAME CIT,average,1,0,0,0,1,1,7895,6.89,8,6.48,2.06,2.19,23.4,1.97,5.59,7.18,4.37,6.61,48.3,NOT REMO,NOT FIRE,favor,Can't be
LT $2000,1972,1500,KEEPING,395,36,339,Sales re,Verbatim,43,51,divorced,24,,,,,657,1,1,61,10,,8,,LT HIGH,,LT HIGH,,female,white,CITY GT,MIDDLE A,SAME CIT,average,1,0,0,0,1,0,7895,3.93,7.86,7.67,3.41,3.46,40.6,3.53,5.62,7.86,3.4,4.1,37.5,NOT REMO,NOT FIRE,favor,Can't be
$12500 T,1972,1501,WORKING,715,32,568,Driver/s,Verbatim,35,29,married,24,no,KEEPING,305,48,319,0,3,42,11,0,12,12,LT HIGH,LT HIGH,HIGH SCH,HIGH SCH,male,white,CITY GT,MIDDLE A,SAME CIT,average,5,0,2,1,2,1,7895,6.87,7.95,3.13,2.94,3.33,29.1,0,8,1,4,8,39.3,remove,fired,favor,Can't be
$6000 TO,1972,1502,WORKING,902,12,937,Janitors,Verbatim,24,15,married,37,yes,KEEPING,916,22,48,7,0,65,7,12,,12,LT HIGH,HIGH SCH,,HIGH SCH,male,white,farm,E. NOR.,DIFFEREN,BELOW AV,2,0,0,0,2,1,7895,6.43,7.54,6.93,2.25,2.56,18.2,5.67,8,3.69,2.83,4.12,26.5,remove,fired,oppose,Can't be
$6000 TO,1972,1503,WORKING,394,36,448,Switchbo,Verbatim,25,12,NEVER MA,,,,,,,6, ,52,12,,8,,HIGH SCH,,LT HIGH,,female,white,CITY GT,MIDDLE A,SAME CIT,BELOW AV,1,0,0,0,1,1,7895,4.1,7.49,7.52,3.3,3.43,35.6,,,,,,,remove,NOT FIRE,favor,CAN TRUS
$10000 T,1972,1504,KEEPING,75,62,838,Register,Verbatim,64,87,married,27,no,WORKING,422,38,707,4,2,51,12,8,8,11,HIGH SCH,LT HIGH,LT HIGH,LT HIGH,female,white,50000 TO,foreign,DIFFEREN,BELOW AV,4,0,0,0,4,1,7895,2.88,6.44,7.99,4.19,6.91,53.8,3.12,7.91,7.96,3.98,5.01,45.9,NOT REMO,fired,favor,Can't be
